_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,TotalLoss,PolicyEntropy,KL,Beta,_lr_multiplier,BaselineLoss,CriticLoss
-49.6,750,-0.1245942434063932,-1.1441152711910303,0.47891400178343235,0.019239514678770726,-0.11455470462081332,-2.439793348312378,2.2526025772094727,0.38264893857245613,1.4210854715202004e-17,-1.5060145986627382,3.0021459698486006,0.9999835090017493,-0.11739033371987433,-0.2216874429313581,-0.0050000000000000044,0.004020297891022512,15,-0.1859905624440511,3.6769753,0.013678092,1.5,1.0,0.0024069861241340883,0.0768749
-49.666666666666664,750,0.025247196818476494,-0.40270839400118585,0.5075109411787276,0.00881932741729555,0.014962849632060776,-1.9255595207214355,1.8861112594604492,0.36412668037957735,-4.7369515717340015e-17,-2.175709210206526,3.5938182401238667,0.9999703212842909,-0.11744208201887792,-0.2216874429313581,-0.0050000000000000044,0.004029410344926699,30,0.2191781234782537,3.6758456,0.0074622915,2.25,1.0,0.0018002127168157346,0.947888
-47.2,750,0.0027116908245065803,-0.3354696812666498,0.5779286441797883,0.010911746992366153,-0.011877716778001438,-2.053443431854248,2.2803287506103516,0.3709454439752236,-1.8947806286936004e-17,-2.190632525685516,3.494556102986064,0.9999724682174106,-0.11363788644738962,-0.2216874429313581,0.0,0.003798331516654257,45,0.09417318345472549,3.6816669,0.002050705,2.25,1.0,0.002891234936930088,0.09918697
-48.93333333333333,750,0.006087548172406509,-0.5551046099530929,0.5703091429508693,0.015733853256353982,0.015092450879048556,-2.2314391136169434,2.2060868740081787,0.3936172247026744,-1.8947806286936004e-17,-1.7291358044856207,2.8669249750226493,0.9999598915288292,-0.11522729227394488,-0.2216874429313581,-0.0050000000000000044,0.003866321336165178,60,-0.08319934845479329,3.6585696,0.0035040232,2.25,1.0,0.0015374393982687305,0.18299302
-50.0,750,0.006492637213242822,-0.5712585973348474,0.5826971902605866,0.013354724370056845,-0.0021281920333082478,-2.1495273113250732,2.282435655593872,0.3756450319136434,1.8947806286936004e-17,-1.674261147663337,2.8488044824530285,0.99995106350338,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,75,-0.0977007007598877,3.6433501,0.0045671216,2.25,1.0,0.0012476490744738036,0.17271264
-49.86666666666667,750,0.0073381398366154735,-0.5357312238728318,0.5479311280986349,0.013555601134867881,0.030507892197308442,-2.1576008796691895,2.7600700855255127,0.3992463770294308,2.3684757858670008e-17,-1.9331145506797835,3.4836596783514553,0.9999279448067837,-0.11736584806760375,-0.2216874429313581,-0.0050000000000000044,0.004063847949481942,90,-0.0878145313305325,3.6444752,0.0023553104,2.25,1.0,0.0005599079400124296,0.14489146
-49.333333333333336,750,0.025129995861498076,-0.6807033944877576,0.6658714413816637,0.01527089588164161,0.0506625822916006,-1.9623804092407227,2.3911874294281006,0.3819202438652248,0.0,-2.0893369068462135,3.4799624626863785,0.9999142407842821,-0.11676993815879674,-0.2216874429313581,0.0,0.00402719898942504,105,-0.13461303711276584,3.6600256,0.0033398438,2.25,1.0,0.00036248759350569076,0.34628874
-49.6,750,-0.013631411733290114,-0.6961246213986961,0.6069755371827484,0.015530898556552378,-0.03646547684170461,-2.285736322402954,2.221653461456299,0.39649952799454147,2.842170943040401e-17,-3.0317367611403383,3.3987233603113713,0.9998807948562688,-0.11754513798399974,-0.2216874429313581,-0.0050000000000000044,0.00404496167837638,120,-0.14735232354312475,3.6681423,0.0037618878,2.25,1.0,0.00018683195807614925,0.3671373
-48.93333333333333,750,0.028255009199554683,-0.525707867638044,0.6688890164442497,0.015924603060229338,0.06203543159567441,-1.7632126808166504,2.3308873176574707,0.3847107882445853,0.0,-4.644740225776673,4.335786356703498,0.9998064571894067,-0.11617245123267789,-0.2216874429313581,-0.0050000000000000044,0.0038820634646283955,135,-0.12177799225531684,3.660791,0.0029940447,2.25,1.0,9.774191752586018e-05,0.27950987
-49.86666666666667,750,-0.012251956051067745,-0.8006268722465013,0.6634624515020666,0.014789086788361668,-0.019264498739968987,-2.144731044769287,2.633971691131592,0.4125433531401157,1.4210854715202004e-17,-3.718894950387987,2.991740276157614,0.9997442423758721,-0.11754726341356782,-0.2216874429313581,-0.0050000000000000044,0.004047121406032914,150,-0.12192241668023003,3.6681232,0.0058216695,2.25,1.0,4.584540714545116e-05,0.2897099
