_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,TotalLoss,PolicyEntropy,KL,Beta,_lr_multiplier,BaselineLoss,CriticLoss
-48.6,750,-0.037515762194155575,-0.8412083487135682,0.5770041830184967,0.022073201466371522,0.03962976681192716,-2.2223196029663086,2.035674571990967,0.39080846602383923,1.8947806286936004e-17,-1.5278901917904684,3.124484026182493,0.9999898155882854,-0.11608372909213964,-0.2216874429313581,-0.0050000000000000044,0.0038711963224983127,15,-0.15587635993787977,3.6824505,0.009590827,1.5,1.0,0.007405327509095633,0.06937011
-48.46666666666667,750,0.0015394547980591311,-0.49397647707836284,0.6296496175482118,0.012518387723824208,-0.011831462224324544,-2.1671667098999023,2.024137020111084,0.37265536801303645,3.789561257387201e-17,-1.82033772357688,3.002645854263896,0.999968177687848,-0.11495756867954526,-0.2216874429313581,-0.0050000000000000044,0.0038410827756106864,30,-0.05056091785007053,3.6513994,0.007076313,2.25,1.0,0.0027829351991038582,0.07295219
-46.266666666666666,750,-0.005629134342711734,-0.5593850724682992,0.4797911607044163,0.010014259982974552,0.00783409042066584,-2.1191532611846924,1.9050277471542358,0.37911733273113324,2.1316282072803006e-17,-1.8595553478279,2.9444572763691794,0.999957303349991,-0.11115512492585375,-0.2216874429313581,-0.0050000000000000044,0.0035852076750349867,45,-0.12992821692742243,3.6504211,0.0073592425,3.375,1.0,0.0017779454468586726,0.27982518
-48.86666666666667,750,0.013541904419093687,-0.4994399853108275,0.6763030505836377,0.016196302411761846,0.028004926691569076,-2.105772018432617,2.202709913253784,0.38106791335667356,-3.315866100213801e-17,-2.1345060683643875,3.077515236886955,0.9999464260844778,-0.11676370026158032,-0.2216874429313581,-0.0050000000000000044,0.00393159201961807,60,-0.08840938567945693,3.669887,0.0026288596,3.375,1.0,0.001346910061102521,0.07528528
-49.86666666666667,750,0.005774306771150516,-0.4117757030713113,0.6291845745206863,0.01364879948169027,0.02198121404989312,-2.239659547805786,2.1325623989105225,0.37597353164380987,0.0,-1.6091998974058384,2.8758168999647546,0.9999415819369282,-0.11748464392358562,-0.2216874429313581,-0.0050000000000000044,0.004041186238290702,75,-0.03563676595857408,3.6764526,0.0015046768,3.375,1.0,0.0010439389755140865,0.026563352
-49.4,750,-0.012703326854915051,-0.5739954450611788,0.5085974157646694,0.016348994594676876,-0.005365939965782066,-2.403815746307373,2.1081368923187256,0.3922388088953308,1.8947806286936004e-17,-1.840577027253813,3.5069582179686694,0.9999212083881588,-0.11718257541155634,-0.2216874429313581,-0.0050000000000000044,0.0040020701289598705,90,-0.02492072105407715,3.67683,0.0021593638,3.375,1.0,0.0006026188743576413,0.023493782
-49.0,750,0.004957772627302578,-0.4748736481076752,0.5288754471259391,0.013892835480446697,0.015537416683393531,-2.1686413288116455,2.204549551010132,0.3617787245716549,-5.684341886080802e-17,-1.7069574846971283,3.053641021723168,0.9999112899881161,-0.11591208910109803,-0.2216874429313581,-0.0050000000000000044,0.0038961561449988896,105,-0.012307617664337158,3.6760936,0.0022180974,3.375,1.0,0.00035687452609342915,0.015320781
-48.86666666666667,750,0.004228593564206879,-0.4530642146170615,0.4044200104841585,0.012553702989067952,0.01378627551921333,-1.9888520240783691,2.3724398612976074,0.3852105459903574,1.8947806286936004e-17,-1.7477903884904624,2.9749547741984665,0.9999018962083377,-0.11501724965869586,-0.2216874429313581,0.0,0.003991834834238809,120,-0.025907745360480416,3.6819215,0.0026895846,3.375,1.0,0.0003370353951327565,0.023626273
-49.53333333333333,750,0.00027848825595355617,-0.575347463522444,0.45295578313619717,0.015947778908049163,-0.00558698676340282,-1.949623942375183,2.1378583908081055,0.4010856987042633,0.0,-2.0562974160029026,3.7497527281301966,0.9998479595049218,-0.11707946775541068,-0.2216874429313581,-0.0050000000000000044,0.003985774835543418,135,-0.07678632736545139,3.684468,0.0028251952,3.375,1.0,0.0001343941727815912,0.14745395
-49.86666666666667,750,-0.020391370350051577,-0.6524828225408522,0.468588172359438,0.015094053266004359,-0.03262247590208426,-2.1630053520202637,1.9485291242599487,0.37823492113426266,-3.789561257387201e-17,-2.8981973269664003,3.4653263870722872,0.9997973265786685,-0.11748501589119142,-0.2216874429313581,-0.0050000000000000044,0.0040409594302329675,150,-0.10573194504123264,3.6995096,0.0032503572,3.375,1.0,7.118356842922663e-05,0.2664948
