_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,NewPolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,BaselineLoss,CriticLoss
-50.0,1000,0.023427894283400547,-0.6508050364412903,0.5305657320623318,0.00954305513194445,0.04450012347404845,-2.6821415424346924,2.544768810272217,0.38221929583593584,-4.263256414560601e-17,-1.9023280195657573,3.656394948042294,0.9999826380528524,-0.11768397713319553,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,20,-0.24447666,3.6888638,0.009171311,1.5,1.0,0.0013941472919287374,0.10016846
-49.7,1000,0.007612611377105124,-0.39265103869174,0.6699138879394976,0.00858959995145447,0.04975532984914025,-2.1548402309417725,2.078744411468506,0.3831380208512446,-1.0658141036401503e-17,-1.635492777162902,3.3363355001013293,0.9999765636707902,-0.11701849231332097,-0.2216874429313581,-0.0050000000000000044,0.004029029687808265,40,-0.14407712,3.687316,0.005742143,1.5,1.0,0.0029382958113270525,0.16532917
-49.25,1000,0.01932603546993596,-0.3249815828483538,0.41215878419222085,0.008225093590927,0.06039076981425751,-2.0338165760040283,2.468989849090576,0.37056440022893355,7.815970093361102e-17,-1.7652374697486501,2.723470941278111,0.999948665195656,-0.11607540815140183,-0.2216874429313581,0.0,0.003959720562270754,60,-0.18048856,3.6862202,0.0056613227,1.5,1.0,0.001675139258804343,0.41631025
-49.65,1000,0.007590127721531882,-0.5328770836412101,0.5832594698380128,0.008663651580122797,0.07087521779164672,-2.343890428543091,2.381535053253174,0.3808100418495401,-1.0658141036401503e-17,-1.7144802542774948,3.0882240935836722,0.999936824571278,-0.11713574076826225,-0.2216874429313581,-0.0050000000000000044,0.004009481762444338,80,-0.21724084,3.6945345,0.0037086206,1.5,1.0,0.000601136352836535,0.68058455
-49.75,1000,0.0015851416972357698,-0.5461535446725174,0.5687059175526016,0.010556028298423207,0.036576822666916996,-2.2673943042755127,2.2867658138275146,0.38459118026174355,-7.105427357601002e-18,-1.723499197839391,3.3307869693535124,0.9999237837304291,-0.1170492160903635,-0.2216874429313581,0.0,0.004034419351527267,100,-0.21422924,3.696658,0.004346287,1.5,1.0,0.00024247719051200784,0.71068966
-48.9,1000,0.00259234532874849,-0.5018190554926484,0.5867813626114791,0.010550634278755635,0.05546044907090254,-2.229647159576416,2.271306037902832,0.38381075459249303,-7.105427357601002e-18,-2.143367972078489,3.210181272330745,0.999868011530325,-0.11470036707014512,-0.2216874429313581,-0.0050000000000000044,0.003981125580886598,120,-0.20690444,3.6998484,0.00380632,1.5,1.0,0.00012090628910487974,0.7064845
-49.75,1000,0.003779709983080986,-0.7489158625665485,0.8710146634981782,0.015366204698801367,0.06962623149255523,-2.1427557468414307,2.707831382751465,0.3892944188204811,2.1316282072803006e-17,-3.6922839385660806,4.186361581757667,0.9996920884357293,-0.11750250377020711,-0.2216874429313581,-0.0050000000000000044,0.004039168582952206,140,-0.20211849,3.7130136,0.0063686534,2.25,1.0,2.998810431480447e-05,0.70426154
-49.75,1000,-0.01164804897141203,-0.8631780314870937,0.6906920420840303,0.014204036948762455,0.0021683323092292995,-2.1993696689605713,2.2748379707336426,0.39790953198557677,-3.552713678800501e-17,-5.171961091298182,3.9162510698477093,0.9995977800412285,-0.11758058108863396,-0.2216874429313581,-0.0050000000000000044,0.004050791234693523,160,-0.2002553,3.7228177,0.0028736324,2.25,1.0,2.6924159429221285e-05,0.7093269
-49.8,1000,0.016031897435480422,-0.8183239889793986,0.7728812811391779,0.012466909968072318,0.047945616735727524,-2.4280617237091064,2.2924301624298096,0.386753011513138,1.0658141036401503e-17,-2.215107385558657,4.687937423822748,0.9994355552342487,-0.11746482976834864,-0.2216874429313581,-0.0050000000000000044,0.004035310493500418,180,-0.19937484,3.7319098,0.004287986,2.25,1.0,1.3990162746926607e-05,0.7149492
-49.3,1000,-0.007947862692872534,-0.5595106761521647,0.7465746720560062,0.012534106214334585,-0.0092878849809058,-2.226503372192383,2.258371353149414,0.39845340140559593,-3.552713678800501e-17,-2.122044073752881,7.479786203934148,0.9996919731178567,-0.11651561295328172,-0.2216874429313581,-0.0050000000000000044,0.00394973925724561,200,-0.19899514,3.7290401,0.002198296,2.25,1.0,5.130646954435397e-05,0.7194762
-49.1,1000,-0.0012265285509530173,-0.6714115810646261,0.5941650171656986,0.012792195221093927,0.013203345363028347,-2.0917441844940186,1.9745261669158936,0.38924468303430676,-4.263256414560601e-17,-1.7696313601832108,7.2930827942236744,0.9996329140416944,-0.11625810668068354,-0.2216874429313581,-0.0050000000000000044,0.003940285630119934,220,-0.19848348,3.7335782,0.002628445,2.25,1.0,3.680492543973268e-05,0.72159976
-49.1,1000,0.010673399567291289,-0.5821978821332765,0.6294662844237214,0.013338351303958768,0.0290423912294209,-2.1924290657043457,2.1847875118255615,0.3907208389070934,7.105427357601002e-18,-1.860467538868532,4.907374972723951,0.9996039523112221,-0.11685330083899848,-0.2216874429313581,-0.0050000000000000044,0.003949902642756514,240,-0.19824214,3.7256782,0.0024334516,2.25,1.0,2.5832791147166174e-05,0.72401536
-48.15,1000,-0.01092157112642289,-0.5899046560885787,0.44778212009785695,0.010854417160389743,-0.01880735869030468,-2.21510648727417,2.1710205078125,0.3900559843583087,-2.842170943040401e-17,-0.8658781752109206,6.593650651435179,0.9997745166644503,-0.11487325882953874,-0.2216874429313581,0.0,0.003869420324547618,260,-0.19881728,3.7174582,0.001254713,1.5,1.0,0.0001078588965264185,0.728321
-49.2,1000,-0.008928161469770749,-0.6154719417849571,0.5747217470711345,0.013640911966615637,-0.010621779476059601,-2.849508762359619,2.5240724086761475,0.40002882489799424,0.0,-1.9084929915747968,4.60239991069953,0.9996036998344487,-0.11647050535604288,-0.2216874429313581,-0.0050000000000000044,0.003929261996650555,280,-0.1977987,3.7273588,0.0068357806,2.25,1.0,3.1509230675687386e-05,0.7260684
-49.7,1000,0.0015320701389895045,-0.600964223777503,0.6260692095440665,0.015586362855845692,0.02424367729551159,-2.353756904602051,2.7572619915008545,0.43013409366106997,1.5987211554602253e-17,-2.0520042447328195,4.513631958403246,0.9995898937853495,-0.11715790195535793,-0.2216874429313581,-0.0050000000000000044,0.004011453182662804,300,-0.1972654,3.714333,0.003621667,2.25,1.0,2.3904200639736826e-05,0.7260264
-48.35,1000,-0.003417660123084331,-0.4705650134471507,0.5965806086240223,0.012556907177645139,0.02418608931644121,-2.101548671722412,2.340576410293579,0.4022487081137533,1.4210854715202004e-17,-1.1873322128909751,5.990419943080531,0.9997637177332369,-0.11491434013466471,-0.2216874429313581,-0.004975000000000005,0.0038485490477226827,320,-0.19710271,3.7042787,0.0021168245,2.25,1.0,8.675873498647716e-05,0.72703093
-48.3,1000,-0.0019513750083320137,-0.5223895066521818,0.6017549242354997,0.01357801454093602,-0.002248639851110056,-2.0389270782470703,2.249450206756592,0.4144882206464999,1.4210854715202004e-17,-1.0054015224267279,6.350965422878799,0.9998367066920509,-0.1136656331006906,-0.2216874429313581,-0.004975000000000005,0.00399118340249359,340,-0.19700335,3.6873462,0.0012387161,1.5,1.0,0.00024402066391931114,0.7280565
-48.95,1000,0.0018286734084696304,-0.5966419640704455,0.5697247292993999,0.011306700498228359,0.006266221032245085,-2.0548102855682373,2.333737373352051,0.3943072821777127,-1.4210854715202004e-17,-2.1315918823286726,3.9031575503947646,0.999657137612574,-0.1154971300242517,-0.2216874429313581,-0.0050000000000000044,0.003879726670478835,360,-0.19676794,3.6638174,0.006453233,2.25,1.0,3.66105387900014e-05,0.7279874
-49.65,1000,0.003181110442396183,-0.5083371155614843,0.6318631194035651,0.010444543242715399,0.019374404342612252,-2.6997017860412598,2.4555084705352783,0.3950198752921966,5.329070518200751e-17,-2.7617142795527068,4.183814331982547,0.9994820206241397,-0.1173046882753375,-0.2216874429313581,0.0,0.0040445125608813085,380,-0.19659795,3.6709368,0.0058372347,2.25,1.0,1.3323747427606975e-05,0.7281912
