_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,NewPolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,BaselineLoss,CriticLoss
-49.15,1000,0.011142628976121982,-0.47670919457488936,0.6090835926763349,0.013060289110696866,0.05433424342703074,-2.6276023387908936,2.085026979446411,0.38051509818805695,1.4210854715202004e-17,-1.6023531162105833,6.477153595920252,0.999681925939125,-0.11573530220520518,-0.2216874429313581,0.0,0.004003299528800403,400,-0.19644037,3.684611,0.0025800113,2.25,1.0,5.175360234253655e-05,0.7281874
-48.85,1000,-0.0006720474193560147,-0.7488078549925353,0.5991266155467442,0.01252695794507909,0.0169062574300915,-1.9510459899902344,2.5511302947998047,0.3858443324938732,1.4210854715202004e-17,-2.4164865597187855,6.877751700927558,0.9996520181396867,-0.11572370722900381,-0.2216874429313581,0.0,0.003923298781761013,420,-0.19641261,3.6906643,0.004722344,2.25,1.0,3.835420168537787e-05,0.7286461
-47.65,1000,0.02142006349438889,-0.4585047583755126,0.6324534221541854,0.013380693963841764,0.09527097416738979,-2.4831552505493164,2.4270052909851074,0.4277652673245262,2.842170943040401e-17,-1.6101206806844557,4.883861260114124,0.9998096215239349,-0.11334431096995533,-0.2216874429313581,-0.0050000000000000044,0.0037916318589710425,440,-0.19615659,3.6855135,0.0024198615,2.25,1.0,0.00016849234957972136,0.7276688
-48.5,1000,0.016206352792712125,-0.5200893517458214,0.5899050185026256,0.010843804484509906,0.05840250774394372,-2.7652366161346436,2.305232048034668,0.40703565730006114,3.907985046680551e-17,-1.1096702010991037,7.592641944001622,0.9997797144556059,-0.11556243025355667,-0.2216874429313581,-0.0050000000000000044,0.0038956996071103102,460,-0.19598454,3.7008243,0.0074751275,3.375,1.0,0.00010863072402556703,0.7272984
-47.7,1000,1.0284722643787753e-05,-0.5038304318839378,0.6344057333862765,0.013417367009717556,0.0018776541794650256,-2.321760892868042,2.670402765274048,0.4213377943090278,-4.263256414560601e-17,-1.4918862165641662,6.523604475438187,0.9998204537021637,-0.11354168494616339,-0.2216874429313581,-0.0050000000000000044,0.003808969103045912,480,-0.19582474,3.7073379,0.0010854916,2.25,1.0,0.00017870730201345508,0.7269188
-47.95,1000,0.0033547845543544057,-0.6041862246535411,0.7293947741144495,0.013278750404162529,0.0024295117537258193,-2.572722911834717,2.1768505573272705,0.4142038982745726,-5.684341886080802e-17,-1.5549850420580527,5.069479394291369,0.9997858403092739,-0.11414928779244318,-0.2216874429313581,-0.0050000000000000044,0.0037700252384812723,500,-0.19574033,3.703196,0.0034451042,2.25,1.0,0.00011754005154629282,0.7269684
-46.05,1000,0.0014472222858513224,-0.7553513565430854,0.6890358218233412,0.012230297466480989,0.004599512639339082,-2.0526676177978516,2.394948959350586,0.41333893093358776,7.105427357601002e-17,-1.231524154410401,5.3308285492475225,0.9998672255113409,-0.10903179392077199,-0.2216874429313581,0.0,0.003853158517226047,520,-0.1955587,3.7110758,0.0011472509,1.5,1.0,0.00037142000940034397,0.72614855
-47.05,1000,0.013271609627181057,-0.5159416757993897,0.6541355936681843,0.013680338301432744,0.042447365888045166,-2.51128888130188,2.4860804080963135,0.42836731529792843,-2.842170943040401e-17,-1.695482567206428,4.8836296516723525,0.9998411592181553,-0.11201103235281581,-0.2216874429313581,-0.0050000000000000044,0.00383213089236272,540,-0.19547136,3.718411,0.0056910105,1.5,1.0,0.00020089815110377758,0.72605306
-46.85,1000,0.010585922474935757,-0.3754069393309441,0.541873347534259,0.010547255650758753,0.04351709156052675,-2.6565330028533936,2.3149921894073486,0.4026155834114547,-1.4210854715202004e-17,-1.4442964027580742,4.2265585345527,0.9998338005423787,-0.11324015155403194,-0.2216874429313581,0.0,0.003715314041922694,560,-0.19528832,3.725978,0.0027576522,1.5,1.0,0.00019268614781607556,0.72534317
-46.7,1000,-0.002926647536797624,-0.5987240948749964,0.611139657617139,0.011126357082169105,-0.011837107870262115,-2.649294137954712,2.3910789489746094,0.4061632783597577,1.4210854715202004e-17,-1.41253772979214,5.254259267493346,0.9998344674609162,-0.11070789536825228,-0.2216874429313581,0.0,0.0038188261900783836,580,-0.19516814,3.7254043,0.0027998746,1.5,1.0,0.0002441545742332164,0.7250429
-47.4,1000,0.006522460548721637,-0.43189687140603245,0.5826335993899094,0.010401892199636135,0.0376863104228396,-3.2448654174804688,2.1928083896636963,0.3935558834185541,-2.842170943040401e-17,-1.1839827195316077,7.81433591393706,0.9998380109086222,-0.11333724085408357,-0.2216874429313581,0.0,0.00381990738365509,600,-0.19503899,3.7202144,0.0032260222,1.5,1.0,0.00022885832043592727,0.7243829
-47.9,1000,0.004674339331772491,-0.6385565385266508,0.5339626716588958,0.012576765094604855,0.027224592926097104,-2.4176242351531982,2.3005423545837402,0.42043965886524187,-1.4210854715202004e-17,-2.3410263516342873,4.082124631900751,0.9998151696534138,-0.11244494829216047,-0.2216874429313581,0.0,0.0039059306667419886,620,-0.19487835,3.7229729,0.0066247564,2.25,1.0,0.00015050682585089384,0.723518
-46.95,1000,-0.00303047882528916,-0.44053897793122043,0.5608161024105127,0.011461741113861206,0.010173431310919114,-2.408019542694092,2.428805112838745,0.4162079537105904,0.0,-1.3265765936675789,5.390287056830477,0.9998541290708131,-0.11027103925126662,-0.2216874429313581,-0.0050000000000000044,0.0037199527340217803,640,-0.19476771,3.713064,0.0026444928,2.25,1.0,0.00029809269263242203,0.72308344
-45.25,1000,0.0021026825996309814,-0.47972223972385025,0.5717053531271064,0.011796422990700084,0.02847359006246552,-2.3256349563598633,2.0391621589660645,0.39112251604119797,2.1316282072803006e-17,-0.9749920771656894,4.767499239260557,0.9998609189167716,-0.10889449984813641,-0.2216874429313581,0.0,0.0034451335663174057,660,-0.18384163,3.7147377,0.0026907695,2.25,1.0,0.0002436637474048633,0.6871758
-46.35,1000,0.0011500248543403415,-0.5129459178714315,0.5122855268297941,0.013642992540046908,0.015555281043518335,-2.3711061477661133,2.2825047969818115,0.4111796313803157,-4.263256414560601e-17,-1.147386872270859,4.541718597380412,0.9998774303067327,-0.10961072324606128,-0.2216874429313581,-0.0050000000000000044,0.003789939796416393,680,-0.19449197,3.6982083,0.0016458139,2.25,1.0,0.0003811921202792824,0.7262783
-46.95,1000,-0.005535140786412263,-0.4628478383505795,0.5986196804499725,0.009828020061364602,-6.416077888570726e-05,-2.2803573608398438,2.127854108810425,0.3906699311917774,7.105427357601002e-18,-1.6153091690265204,4.92949558188218,0.9998509115870401,-0.1116235935374172,-0.2216874429313581,-0.0048762437656093794,0.003780614457895023,700,-0.19439009,3.6898117,0.0016579888,2.25,1.0,0.0002619488083685769,0.72339636
-45.25,1000,0.0006376941112130743,-0.5010539701053894,0.40664363984910956,0.01268865622750793,0.02457575051439926,-2.2559947967529297,2.1714425086975098,0.4129811746784555,1.4210854715202004e-17,-1.2707477146795005,4.232742891403647,0.9998695400349062,-0.10551370146123096,-0.2216874429313581,0.0,0.003728049400520401,720,-0.19424538,3.6808932,0.0030164532,2.25,1.0,0.0004127420865515075,0.7206916
-44.2,1000,0.007051772140478234,-0.31350178932115813,0.4404992059815647,0.009667712859530563,0.032650359251187186,-2.167609453201294,2.3770506381988525,0.4115789368126895,1.0658141036401503e-17,-2.0205194876223014,4.100505835601733,0.9998710502471896,-0.10572588619159896,-0.2216874429313581,0.0,0.003397625963095793,740,-0.19010872,3.6833105,0.0027152607,2.25,1.0,0.0003107411454982165,0.70636284
-45.5,1000,0.001161637502489384,-0.40092402793372495,0.5417557955952099,0.012628924681857025,0.024872064486262387,-2.5555152893066406,2.3081278800964355,0.40651228150107854,1.7763568394002505e-17,-1.7567638809497996,5.293114294580055,0.9998578300106866,-0.11029130699015283,-0.2216874429313581,-0.004975000000000005,0.0034891661230996023,760,-0.16999558,3.687324,0.0014314449,1.5,1.0,0.00029107070856999564,0.64167035
-43.85,1000,0.007002492447367792,-0.4388853739489265,0.5937792802738217,0.011999839537668592,0.024118392165051773,-2.1856160163879395,2.186020612716675,0.40854891279406946,2.842170943040401e-17,-1.5642158448256434,3.857074505995236,0.9998492926011506,-0.1058492039584561,-0.2216874429313581,-0.004900747503125005,0.0031604595300697654,780,-0.19388293,3.678516,0.0041829655,1.5,1.0,0.0001955420248886531,0.72947645
-42.85,1000,-0.005180861074383927,-0.41015458594225285,0.5774835518653653,0.011024221182541177,-0.01854682558053173,-2.480227470397949,2.2404768466949463,0.3902627604405151,2.842170943040401e-17,-1.818059346521289,4.523859287586268,0.9998963791000539,-0.10220931797817098,-0.2216874429313581,0.0,0.003757030165685103,800,-0.1937547,3.6669545,0.002689933,1.5,1.0,0.0006041641091842939,0.7233054
-43.75,1000,0.005428952984160928,-0.456198997044972,0.5877636313801131,0.01177977242885189,0.03745812794892117,-2.3201820850372314,2.2089955806732178,0.4143142478576581,7.105427357601002e-18,-1.6001309854591383,4.324798977970069,0.999888306918735,-0.10308301710802711,-0.2216874429313581,0.0,0.0036701479949788882,820,-0.19362725,3.6706426,0.004552432,1.5,1.0,0.00046594885267661556,0.71746117
-40.9,1000,0.008177894559288216,-0.47453476005905143,0.652804571002174,0.012808875304109396,0.027347323721507565,-2.7880988121032715,2.5638844966888428,0.41526668749934376,2.842170943040401e-17,-1.6136924702106576,4.1661541950484775,0.9998984036578575,-0.09749315947824277,-0.2216874429313581,0.0,0.0035046905226399647,840,-0.18550122,3.6789937,0.009833958,2.25,1.0,0.00053481155108629,0.6897129
-41.8,1000,-0.0003751660288217583,-0.5417974511888581,0.6520829099767895,0.013727073086914187,0.00587237129668938,-2.575186252593994,2.4495489597320557,0.4459292802634012,1.4210854715202004e-17,-2.2068517859107453,3.754476600739335,0.9999056361775267,-0.09976395948738992,-0.2216874429313581,0.0,0.003070430881204034,860,-0.19339141,3.6670485,0.004066777,2.25,1.0,0.0005137372881072897,0.7176085
-42.2,1000,-0.01573584085845551,-0.44086400986985425,0.6438625584988051,0.010834057397384968,-0.027878383703238797,-2.3075623512268066,2.108581781387329,0.3980147136559926,-1.4210854715202004e-17,-1.9161954633335703,3.5275217350368004,0.9998830243837539,-0.10104824505836266,-0.2216874429313581,0.0,0.003457485078510789,880,-0.19167918,3.6740031,0.0021194918,2.25,1.0,0.0005222092715499569,0.7102468
-42.65,1000,-0.004563274102139171,-0.41661317010973237,0.528716193259713,0.011619969390862956,-0.01721157996810507,-2.2293593883514404,2.6288747787475586,0.4249519864328891,1.4210854715202004e-17,-1.722503260077776,4.121724290600509,0.9998983325254808,-0.09990698920166989,-0.2216874429313581,0.0,0.0038289814712342157,900,-0.19076768,3.65452,0.0010182871,1.5,1.0,0.0005835143996671012,0.7060816
-40.85,1000,-0.020108462042591854,-0.37040677518133913,0.6362914461027135,0.00944453608459475,-0.06120197079074569,-2.6390247344970703,2.5366580486297607,0.41058141109083324,1.4210854715202004e-17,-1.864157732381576,3.013439303715709,0.999905688144684,-0.09700569962476033,-0.2216874429313581,0.0,0.003166418303912047,920,-0.17223096,3.650349,0.007351316,2.25,1.0,0.0005615351548753356,0.645931
-43.3,1000,0.0037885274916870464,-0.4159500908363293,0.47343943843216935,0.009262006722579508,0.02448375674962881,-2.1329219341278076,2.0369415283203125,0.4036012614192404,4.263256414560601e-17,-1.9427805625721035,3.4406793136884,0.9998640134318796,-0.10415440003936315,-0.2216874429313581,-0.004950125000000005,0.0031733449157822944,940,-0.1921075,3.6469254,0.0047857063,2.25,1.0,0.00031716648123139514,0.7178906
-37.65,1000,-0.013346747228921763,-0.3251019117119001,0.413503067015837,0.00869695443821644,-0.04581193254585378,-2.190204620361328,2.414261817932129,0.3937901699933396,-4.263256414560601e-17,-1.3006965133290265,3.968847199932656,0.9999147491686874,-0.0888235352604021,-0.2216874429313581,0.0,0.003280959815754567,960,-0.19280003,3.6550434,0.0025093395,2.25,1.0,0.000842605526365356,0.71575177
-37.7,1000,0.0051805930184708245,-0.28956802352492345,0.5443691162466657,0.011486421337645634,-0.003343540821253555,-2.1289021968841553,2.341805934906006,0.41664114685877884,5.684341886080802e-17,-1.8288049315903074,3.5452482250369464,0.9999113027110691,-0.08900863548218851,-0.2216874429313581,0.0,0.0030967065437254916,980,-0.18945085,3.655079,0.00312258,2.25,1.0,0.0007263399959166599,0.7006436
-38.75,1000,0.00808244815242576,-0.35056813387193864,0.5174288973671296,0.009992443240070077,0.01928763655095827,-2.194667339324951,2.5631933212280273,0.418839900513654,-2.1316282072803006e-17,-2.018453586153781,3.3961160280966927,0.9998994068786112,-0.0912116345584135,-0.2216874429313581,0.0,0.0031508217585361673,1000,-0.19253083,3.6589956,0.0039366838,2.25,1.0,0.0005907979258381263,0.7104879
