_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,TotalLoss,PolicyEntropy,KL,Beta,_lr_multiplier,BaselineLoss,CriticLoss
-49.13333333333333,750,-0.01423872670113478,-0.7764742506521858,1.1288810024048994,0.018388361048257203,0.0634646120381852,-2.173607349395752,2.1107325553894043,0.3850842851291939,-6.631732200427602e-17,-2.352726932437151,3.432069926532424,0.999978188945101,-0.11451655337997887,-0.2216874429313581,0.0,0.004132863345862441,15,-0.18138095856051975,3.6978111,0.009945402,1.5,1.0,0.005140482528334917,0.09962998
-48.733333333333334,750,-0.020935982161082643,-0.9013217590680285,0.315448620803259,0.011497457772866091,0.0026216988229813675,-2.34641695022583,1.9062180519104004,0.3866399378844434,7.579122514774402e-17,-2.075414644280572,3.470476244309609,0.999964154427694,-0.11656658262212416,-0.2216874429313581,-0.0050000000000000044,0.003911693536704961,30,0.1462099265967475,3.712109,0.007079988,2.25,1.0,0.0028044376530657828,0.2791785
-48.333333333333336,750,-0.04782906360814509,-0.6961185893679456,0.3310074665704253,0.011330007803775443,-0.05448751017901426,-2.472606658935547,2.1709372997283936,0.38124173119557814,2.3684757858670008e-17,-2.288037181282895,2.839929276991329,0.9999691488263924,-0.11619601912504132,-0.2216874429313581,-0.0050000000000000044,0.003859316630616892,45,-0.0014481407454808555,3.707048,0.0015824947,2.25,1.0,0.002515802920380804,0.06464441
-48.06666666666667,750,-0.021435860452626982,-0.7287387635509225,0.4364869174885898,0.019126479456410956,-0.0264802027028054,-2.152761459350586,2.140660285949707,0.40116150492118513,1.1842378929335004e-17,-1.9972130210415067,2.9445872960071253,0.9999642109332375,-0.11325130086586921,-0.2216874429313581,-0.0050000000000000044,0.0037889856062991297,60,-0.06584465027194553,3.7035322,0.0056146304,2.25,1.0,0.002913568920379355,0.08292778
-49.0,750,0.0160301329616837,-0.63567538365185,0.4792199833004491,0.01202310213231988,-0.0018907221895642578,-2.2526731491088867,1.9595309495925903,0.3895862198088169,2.3684757858670005e-18,-1.5259903493613274,2.6686016319451578,0.9999603925215969,-0.11674215733249374,-0.2216874429313581,-0.0050000000000000044,0.003950661349968978,75,-0.05346259117338393,3.6958718,0.003757608,2.25,1.0,0.0024931540138189955,0.08082421
-49.6,750,0.015266846300652606,-0.3234551260823537,0.45688313556732607,0.010051839637904252,0.010695219018186132,-1.9208729267120361,2.2677793502807617,0.376574709230147,-1.8947806286936004e-17,-1.7310995114815253,3.0598597483147203,0.9999593489439288,-0.11701275630911336,-0.2216874429313581,-0.0050000000000000044,0.003992862428083273,90,-0.062482309338039825,3.6829972,0.003747778,2.25,1.0,0.00207795949765727,0.086016275
-49.6,750,-0.00033058789246030355,-0.435548349494584,0.5387905814657834,0.013237998392388275,-0.013553230437217281,-1.9943153858184814,2.0544774532318115,0.38893849839167854,-4.263256414560601e-17,-1.6990041397543016,2.7628452951892335,0.9999538919542489,-0.11665049471084331,-0.2216874429313581,-0.0050000000000000044,0.003983662206066631,105,-0.15398299217393663,3.6754847,0.003108277,2.25,1.0,0.0013461396615947147,0.41145355
-49.93333333333333,750,-0.002723344379508605,-0.40674597441351673,0.47376986137322585,0.012363494346621718,-0.007509830215014517,-1.914520502090454,2.4585416316986084,0.3853340626869897,-2.1316282072803006e-17,-1.5893182111534871,2.6587341939137814,0.9999471787130948,-0.11767731046652886,-0.2216874429313581,-0.0050000000000000044,0.004067706154514575,120,-0.1860630416870117,3.6577332,0.004727846,2.25,1.0,0.0010315090973822924,0.59573615
-49.266666666666666,750,0.012064087778433407,-0.5721494579453521,0.5216138936546555,0.01315904547732669,0.011837684210545074,-1.9748167991638184,2.0334548950195312,0.38455560369993275,-4.0264088359739013e-17,-1.5612390950554191,2.8304600326452745,0.9999297500195031,-0.11640131100759739,-0.2216874429313581,-0.0050000000000000044,0.003943491755987596,135,-0.1436803627005683,3.6764798,0.0051160958,2.25,1.0,0.0005000477844983186,0.324089
-48.4,750,0.0040723082428729546,-0.8649199760541083,0.5894904832882204,0.014271212903900606,0.003988211124980202,-2.3838419914245605,2.201801300048828,0.3967206130686988,-4.263256414560601e-17,-2.104503163845721,2.863390359815055,0.9999106253453809,-0.11520713250131498,-0.2216874429313581,-0.0050000000000000044,0.0038786160591065644,150,-0.11599785805426704,3.699768,0.0051381374,2.25,1.0,0.0003808197712680221,0.39758343
-49.333333333333336,750,0.0066177702543706455,-0.5163161772260106,0.54380240622125,0.01403564374907991,0.03112265683741619,-2.6792538166046143,2.2681992053985596,0.39132213271948535,-3.789561257387201e-17,-2.5596471993275065,3.213615143947456,0.99988439743736,-0.11512211356151932,-0.2216874429313581,-0.004925374375000005,0.004061426561828906,165,-0.1947162246568468,3.6997159,0.0045000147,2.25,1.0,0.000250862438154613,0.7950039
-49.93333333333333,750,0.00866541263917106,-0.8328225457597002,0.6415781923942682,0.024353865378148848,0.007181620186039557,-2.29301118850708,2.2878546714782715,0.40699300094642543,-6.158037043254201e-17,-2.3414109161009318,3.829429019704783,0.9998423268250832,-0.11765097547069138,-0.2216874429313581,-0.0050000000000000044,0.004062878791611039,180,-0.20992740631103515,3.701652,0.003767716,2.25,1.0,0.00022538475973293555,0.9281515
-49.8,750,-0.0066724047160395044,-0.926304364514025,0.5974311867872548,0.022916929934799584,-0.029359109752501052,-2.2392117977142334,2.2452385425567627,0.3958328931837114,1.8947806286936004e-17,-2.9123001302881826,5.346697039681933,0.9998149714546903,-0.11741690767739267,-0.2216874429313581,-0.0050000000000000044,0.004036795693657298,195,-0.1548689270070394,3.6892765,0.006456988,3.375,1.0,0.00010222177528371382,0.5610803
-49.8,750,0.002266294777496602,-0.9595587384764704,0.5758190930530627,0.02369770408422359,0.001011224119924009,-2.2157673835754395,2.292384386062622,0.4188595433117245,-1.8947806286936004e-17,-3.6356330391519367,5.324139145716889,0.99977351781384,-0.11749056283355386,-0.2216874429313581,-0.0050000000000000044,0.004040265274289028,210,-0.08506898880004883,3.6839726,0.0014809627,2.25,1.0,7.05062276897969e-05,0.11276263
-48.733333333333334,750,-0.007591083413682193,-0.8943303124685034,0.5885640445353014,0.020930185132016617,-0.023580792327877135,-2.004229784011841,2.0784401893615723,0.3999806849352651,0.0,-1.7086776817453453,4.483237036655769,0.9998143597385712,-0.1145161216950998,-0.2216874429313581,0.0,0.00407908284377717,225,-0.13331061364248065,3.6997178,0.0040054577,2.25,1.0,0.0001617110631113548,0.43247756
