_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,TotalLoss,PolicyEntropy,KL,Beta,_lr_multiplier,BaselineLoss,CriticLoss
-49.6,750,-0.06696638096204392,-0.7114776837660229,0.31258423636414384,0.014265780525901111,0.012438467196964969,-2.6632325649261475,2.6126368045806885,0.38591141423250447,-4.7369515717340015e-17,-2.5347800267369087,3.2334056366662383,0.9999816616401271,-0.11666885599959834,-0.2216874429313581,-0.0050000000000000044,0.0040020944978513915,15,-0.02516602991994222,3.675858,0.012162476,1.5,1.0,0.00352850537183452,0.0067860456
-49.6,750,0.004107572605874692,-0.5047745880756442,0.4182379250280462,0.011751882949768169,-0.06129369101362924,-2.2273051738739014,1.83905827999115,0.3674556931888327,2.842170943040401e-17,-2.2239023303961125,3.36287644517943,0.9999646864542056,-0.11712618036721445,-0.2216874429313581,-0.0050000000000000044,0.003998120599389238,30,-0.1142460250837538,3.6711287,0.0067635295,2.25,1.0,0.003127605503131073,0.093086205
-49.46666666666667,750,0.02476312710460281,-0.4512603204638619,0.6643461924226787,0.01385396383765602,0.0014823098427926501,-2.157641649246216,2.337238311767578,0.35389602001312864,-2.842170943040401e-17,-2.2614038015523965,3.947973940136382,0.9999600378038955,-0.1170930222905803,-0.2216874429313581,-0.0050000000000000044,0.003982101424042547,45,-0.18864917755805122,3.6739073,0.002450237,2.25,1.0,0.0022169149084619753,0.3613705
-49.53333333333333,750,0.009622835606147274,-0.4584704057766245,0.44976540322255626,0.011160619148450807,-0.034826962281639375,-2.0416176319122314,2.0380659103393555,0.3665275569813967,-1.8947806286936004e-17,-2.2616386200746206,2.8971995864109554,0.9999611933804787,-0.11733058946449383,-0.2216874429313581,-0.0050000000000000044,0.0040323228623137634,60,-0.362604598997328,3.6818852,0.0029020237,2.25,1.0,0.0026045872300632005,1.5779026
-49.46666666666667,750,0.0008482079632427713,-0.37332495222787204,0.5606409725451403,0.011009483430842133,-0.02204758996563032,-2.293604612350464,2.4760451316833496,0.3843826442449033,-3.315866100213801e-17,-2.5482339507438225,3.786474150204506,0.9999510255680845,-0.11719436489690824,-0.2216874429313581,-0.0050000000000000044,0.0040031224741057785,75,-0.31209960936991377,3.692582,0.0057033463,2.25,1.0,0.0017379855245353302,1.7700684
-49.06666666666667,750,0.005733158864726616,-0.44988463165808107,0.47363769595635613,0.01010474231755149,-0.033406615439491964,-2.0677363872528076,2.610301971435547,0.37286302969843466,1.8947806286936004e-17,-1.9135030232317207,3.2643890183568356,0.9999483033278602,-0.11714714821320171,-0.2216874429313581,-0.0050000000000000044,0.003988020217012643,90,-0.28387172699313695,3.697618,0.002761701,2.25,1.0,0.0013029209259996144,1.2982641
-50.0,750,0.015011947928718414,-0.4724676467684134,0.686483113495449,0.01687564700561555,0.003378400440638264,-2.5017480850219727,1.8909004926681519,0.38337202134108117,-5.684341886080802e-17,-2.0313125473725218,3.5369711821930467,0.9999236992005165,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,105,-0.26107069015842016,3.6922913,0.0032488594,2.25,1.0,0.0005356299123769296,1.250926
-49.13333333333333,750,0.006969385640174417,-0.6784259803319858,0.6315351824943364,0.013177581338147393,-0.002399903791025281,-1.8844578266143799,2.4415862560272217,0.3829061474388844,2.842170943040401e-17,-3.1422647293057295,2.6949872739172425,0.9999192380754932,-0.11592484151073969,-0.2216874429313581,-0.0050000000000000044,0.00390663968843969,120,-0.23592056274498835,3.715867,0.006747036,3.375,1.0,0.000431022363907055,1.0549376
-48.93333333333333,750,-0.008691587695119294,-0.5745746093229468,0.49585580008550445,0.014174299774336804,-0.035193517722810305,-1.8419158458709717,2.27492356300354,0.39379398577596003,2.842170943040401e-17,-2.8632861333528843,3.970388784916926,0.9998881542161504,-0.11642727159850103,-0.2216874429313581,-0.0050000000000000044,0.0038962834890630565,135,-0.23052354812282985,3.7438517,0.0018837505,3.375,1.0,0.00019806781589949373,1.3154058
-49.46666666666667,750,-0.0015353302604794441,-0.4886732585390743,0.6595779438824183,0.014404673013309485,-0.018359148792456835,-2.1602871417999268,2.14479398727417,0.4205669562348662,-1.8947806286936004e-17,-3.121180961006349,4.143742907960584,0.9998616825826997,-0.11584356081697518,-0.2216874429313581,-0.0050000000000000044,0.004064066206704495,150,-0.226013889310201,3.7400317,0.0016834519,3.375,1.0,0.00016413344939062596,0.97032386
